Date,Country,Region,Confirmed,Deaths,Recovered
2020-01-24,Indonesia,,0,0,0
2020-01-24,Ireland,,0,0,0
2020-01-24,Israel,,0,0,0
2020-01-24,India,,0,0,0
2020-01-24,Iraq,,0,0,0
2020-01-24,Iran,,0,0,0
2020-01-24,Iceland,,0,0,0
2020-01-24,Italy,,0,0,0
2020-01-24,Jamaica,,0,0,0
2020-01-24,Jordan,,0,0,0
2020-01-24,Japan,,2,0,0
2020-01-24,Kenya,,0,0,0
2020-01-24,Cambodia,,0,0,0
2020-01-24,Korea,,2,0,0
2020-01-24,Kuwait,,0,0,0
2020-01-24,Cayman Islands,,0,0,0
2020-01-24,Kazakhstan,,0,0,0
2020-01-24,Lebanon,,0,0,0
2020-01-24,Liechtenstein,,0,0,0
2020-01-24,Sri Lanka,,0,0,0
2020-01-24,Lithuania,,0,0,0
2020-01-24,Luxembourg,,0,0,0
2020-01-24,Latvia,,0,0,0
2020-01-24,Morocco,,0,0,0
2020-01-24,Monaco,,0,0,0
2020-01-24,Moldova,,0,0,0
2020-01-24,North Macedonia,,0,0,0
2020-01-24,Mongolia,,0,0,0
2020-01-24,Martinique,,0,0,0
2020-01-24,Malta,,0,0,0
2020-01-24,Maldives,,0,0,0
2020-01-24,Mexico,,0,0,0
2020-01-24,Malaysia,,0,0,0
2020-01-24,Nigeria,,0,0,0
2020-01-24,Netherlands,,0,0,0
2020-01-24,Norway,,0,0,0
2020-01-24,Nepal,,0,0,0
2020-01-24,New Zealand,,0,0,0
2020-01-24,Oman,,0,0,0
2020-01-24,Panama,,0,0,0
2020-01-24,Peru,,0,0,0
2020-01-24,Philippines,,0,0,0
2020-01-24,Pakistan,,0,0,0
2020-01-24,Poland,,0,0,0
2020-01-24,Portugal,,0,0,0
2020-01-24,Paraguay,,0,0,0
2020-01-24,Qatar,,0,0,0
2020-01-24,Réunion,,0,0,0
2020-01-24,Romania,,0,0,0
2020-01-24,Serbia,,0,0,0
2020-01-24,Russian Federation,,0,0,0
2020-01-24,Saudi Arabia,,0,0,0
2020-01-24,Sudan,,0,0,0
2020-01-24,Sweden,,0,0,0
2020-01-24,Singapore,,3,0,0
2020-01-24,Slovenia,,0,0,0
2020-01-24,Slovakia,,0,0,0
2020-01-24,San Marino,,0,0,0
2020-01-24,Senegal,,0,0,0
2020-01-24,Togo,,0,0,0
2020-01-24,Thailand,,5,0,0
2020-01-24,Tunisia,,0,0,0
2020-01-24,Turkey,,0,0,0
2020-01-24,Taiwan,,3,0,0
2020-01-24,Ukraine,,0,0,0
2020-01-24,UK,Channel Islands,0,0,0
2020-01-24,UK,Gibraltar,0,0,0
2020-01-24,UK,United Kingdom,0,0,0
2020-01-24,United States of America,Alaska,0,0,0
2020-01-24,United States of America,Alabama,0,0,0
2020-01-24,United States of America,Arkansas,0,0,0
2020-01-24,United States of America,Arizona,0,0,0
2020-01-24,United States of America,California,0,0,0
2020-01-24,United States of America,Colorado,0,0,0
2020-01-24,United States of America,Connecticut,0,0,0
2020-01-24,United States of America,District of Columbia,0,0,0
2020-01-24,United States of America,Delaware,0,0,0
2020-01-24,United States of America,Diamond Princess,0,0,0
2020-01-24,United States of America,Florida,0,0,0
2020-01-24,United States of America,Georgia,0,0,0
2020-01-24,United States of America,Grand Princess,0,0,0
2020-01-24,United States of America,Hawaii,0,0,0
2020-01-24,United States of America,Iowa,0,0,0
2020-01-24,United States of America,Idaho,0,0,0
2020-01-24,United States of America,Illinois,1,0,0
2020-01-24,United States of America,Indiana,0,0,0
2020-01-24,United States of America,Kansas,0,0,0
2020-01-24,United States of America,Kentucky,0,0,0
2020-01-24,United States of America,Louisiana,0,0,0
2020-01-24,United States of America,Massachusetts,0,0,0
2020-01-24,United States of America,Maryland,0,0,0
2020-01-24,United States of America,Maine,0,0,0
2020-01-24,United States of America,Michigan,0,0,0
2020-01-24,United States of America,Minnesota,0,0,0
2020-01-24,United States of America,Missouri,0,0,0
