date,key,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index
2020-01-02,BF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-02,BO,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
2020-01-02,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.56
2020-01-02,BY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,BZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-02,CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-01-02,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,CZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,DJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,DK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,DZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,EG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,ET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,GY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2020-01-02,HK,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,13.89
2020-01-02,HN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,HR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,HU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,IQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,IR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,IS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,IT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,JM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,JO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,JP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,KG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,KR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-01-02,KW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,KZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,LB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,LK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,LR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2020-01-02,LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,LY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MN,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11.11
2020-01-02,MO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11.11
2020-01-02,MR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,MZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,NG,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11.11
2020-01-02,NI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,NP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,NZ,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2020-01-02,OM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,PY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,QA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
