datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-05-01,CZ052,CZ0522,19,17,1
2020-05-01,CZ052,CZ0523,64,58,0
2020-05-01,CZ052,CZ0524,17,14,1
2020-05-01,CZ052,CZ0525,16,15,0
2020-05-01,CZ053,CZ0531,76,65,0
2020-05-01,CZ053,CZ0532,134,70,2
2020-05-01,CZ053,CZ0533,33,17,2
2020-05-01,CZ053,CZ0534,24,19,2
2020-05-01,CZ063,CZ0631,90,37,3
2020-05-01,CZ063,CZ0632,12,10,0
2020-05-01,CZ063,CZ0633,1,1,0
2020-05-01,CZ063,CZ0634,32,23,0
2020-05-01,CZ063,CZ0635,38,37,0
2020-05-01,CZ064,CZ0641,15,15,0
2020-05-01,CZ064,CZ0642,158,108,3
2020-05-01,CZ064,CZ0643,60,44,1
2020-05-01,CZ064,CZ0644,107,48,13
2020-05-01,CZ064,CZ0645,10,8,0
2020-05-01,CZ064,CZ0646,26,15,0
2020-05-01,CZ064,CZ0647,66,50,0
2020-05-01,CZ071,CZ0711,10,6,0
2020-05-01,CZ071,CZ0712,527,337,14
2020-05-01,CZ071,CZ0713,47,35,0
2020-05-01,CZ071,CZ0714,48,22,1
2020-05-01,CZ071,CZ0715,45,41,0
2020-05-01,CZ072,CZ0721,29,25,0
2020-05-01,CZ072,CZ0722,140,123,1
2020-05-01,CZ072,CZ0723,41,37,0
2020-05-01,CZ072,CZ0724,116,43,0
2020-05-01,CZ080,CZ0801,25,20,1
2020-05-01,CZ080,CZ0802,230,124,6
2020-05-01,CZ080,CZ0803,124,56,1
2020-05-01,CZ080,CZ0804,85,36,0
2020-05-01,CZ080,CZ0805,175,79,4
2020-05-01,CZ080,CZ0806,406,173,20
2020-05-02,CZ010,CZ0100,1726,1024,87
2020-05-02,CZ020,CZ0201,89,71,1
2020-05-02,CZ020,CZ0202,77,46,1
2020-05-02,CZ020,CZ0203,97,81,6
2020-05-02,CZ020,CZ0204,55,47,1
2020-05-02,CZ020,CZ0205,33,25,0
2020-05-02,CZ020,CZ0206,73,52,2
2020-05-02,CZ020,CZ0207,44,34,1
2020-05-02,CZ020,CZ0208,49,41,1
2020-05-02,CZ020,CZ0209,170,133,4
2020-05-02,CZ020,CZ020A,149,92,3
2020-05-02,CZ020,CZ020B,48,34,2
2020-05-02,CZ020,CZ020C,14,11,0
2020-05-02,CZ031,CZ0311,41,24,0
2020-05-02,CZ031,CZ0312,22,21,0
2020-05-02,CZ031,CZ0313,15,15,0
2020-05-02,CZ031,CZ0314,10,9,0
2020-05-02,CZ031,CZ0315,30,19,5
2020-05-02,CZ031,CZ0316,35,30,1
2020-05-02,CZ031,CZ0317,19,7,0
2020-05-02,CZ032,CZ0321,335,209,7
2020-05-02,CZ032,CZ0322,82,52,0
2020-05-02,CZ032,CZ0323,93,67,1
2020-05-02,CZ032,CZ0324,28,9,2
2020-05-02,CZ032,CZ0325,16,12,0
2020-05-02,CZ032,CZ0326,6,3,0
2020-05-02,CZ032,CZ0327,44,25,0
2020-05-02,CZ041,CZ0411,239,98,18
2020-05-02,CZ041,CZ0412,76,48,3
2020-05-02,CZ041,CZ0413,58,33,0
2020-05-02,CZ042,CZ0421,42,39,0
2020-05-02,CZ042,CZ0422,20,18,0
2020-05-02,CZ042,CZ0423,249,96,10
2020-05-02,CZ042,CZ0424,23,15,2
2020-05-02,CZ042,CZ0425,38,20,7
2020-05-02,CZ042,CZ0426,43,26,0
2020-05-02,CZ042,CZ0427,76,69,0
2020-05-02,CZ051,CZ0511,6,5,0
2020-05-02,CZ051,CZ0512,80,58,1
2020-05-02,CZ051,CZ0513,71,54,2
2020-05-02,CZ051,CZ0514,37,32,1
2020-05-02,CZ052,CZ0521,62,47,2
2020-05-02,CZ052,CZ0522,19,17,1
2020-05-02,CZ052,CZ0523,64,59,0
2020-05-02,CZ052,CZ0524,17,14,1
2020-05-02,CZ052,CZ0525,16,15,0
2020-05-02,CZ053,CZ0531,76,66,0
2020-05-02,CZ053,CZ0532,134,70,2
2020-05-02,CZ053,CZ0533,33,17,2
2020-05-02,CZ053,CZ0534,24,19,2
2020-05-02,CZ063,CZ0631,90,38,3
2020-05-02,CZ063,CZ0632,12,10,0
2020-05-02,CZ063,CZ0633,1,1,0
2020-05-02,CZ063,CZ0634,32,23,0
2020-05-02,CZ063,CZ0635,38,37,0
2020-05-02,CZ064,CZ0641,15,15,0
2020-05-02,CZ064,CZ0642,160,112,3
2020-05-02,CZ064,CZ0643,61,44,1
2020-05-02,CZ064,CZ0644,107,48,13
2020-05-02,CZ064,CZ0645,10,8,0
2020-05-02,CZ064,CZ0646,26,16,0
2020-05-02,CZ064,CZ0647,66,52,0
2020-05-02,CZ071,CZ0711,10,7,0
2020-05-02,CZ071,CZ0712,527,340,14
2020-05-02,CZ071,CZ0713,48,35,0
2020-05-02,CZ071,CZ0714,48,23,1
2020-05-02,CZ071,CZ0715,45,43,0
2020-05-02,CZ072,CZ0721,29,25,0
2020-05-02,CZ072,CZ0722,140,123,1
2020-05-02,CZ072,CZ0723,41,37,0
2020-05-02,CZ072,CZ0724,116,45,0
2020-05-02,CZ080,CZ0801,25,20,1
2020-05-02,CZ080,CZ0802,230,124,6
2020-05-02,CZ080,CZ0803,125,58,1
2020-05-02,CZ080,CZ0804,86,38,0
2020-05-02,CZ080,CZ0805,175,85,4
2020-05-02,CZ080,CZ0806,408,174,20
2020-05-03,CZ010,CZ0100,1729,1036,88
2020-05-03,CZ020,CZ0201,89,71,1
2020-05-03,CZ020,CZ0202,77,47,1
2020-05-03,CZ020,CZ0203,97,81,6
2020-05-03,CZ020,CZ0204,56,47,1
2020-05-03,CZ020,CZ0205,33,25,0
2020-05-03,CZ020,CZ0206,73,53,2
2020-05-03,CZ020,CZ0207,44,34,1
2020-05-03,CZ020,CZ0208,49,41,1
2020-05-03,CZ020,CZ0209,170,134,4
2020-05-03,CZ020,CZ020A,149,97,3
2020-05-03,CZ020,CZ020B,48,34,2
2020-05-03,CZ020,CZ020C,14,11,0
2020-05-03,CZ031,CZ0311,41,25,0
2020-05-03,CZ031,CZ0312,22,21,0
2020-05-03,CZ031,CZ0313,15,15,0
2020-05-03,CZ031,CZ0314,10,9,0
2020-05-03,CZ031,CZ0315,30,19,5
2020-05-03,CZ031,CZ0316,35,30,1
2020-05-03,CZ031,CZ0317,19,7,0
2020-05-03,CZ032,CZ0321,335,214,7
2020-05-03,CZ032,CZ0322,82,54,0
2020-05-03,CZ032,CZ0323,94,70,1
2020-05-03,CZ032,CZ0324,28,9,2
2020-05-03,CZ032,CZ0325,16,13,0
2020-05-03,CZ032,CZ0326,6,3,0
2020-05-03,CZ032,CZ0327,44,25,0
2020-05-03,CZ041,CZ0411,243,101,19
2020-05-03,CZ041,CZ0412,76,48,3
2020-05-03,CZ041,CZ0413,58,34,0
2020-05-03,CZ042,CZ0421,42,39,0
2020-05-03,CZ042,CZ0422,20,19,0
2020-05-03,CZ042,CZ0423,249,144,10
2020-05-03,CZ042,CZ0424,23,15,2
2020-05-03,CZ042,CZ0425,38,20,7
2020-05-03,CZ042,CZ0426,43,26,0
2020-05-03,CZ042,CZ0427,76,69,0
2020-05-03,CZ051,CZ0511,6,5,0
2020-05-03,CZ051,CZ0512,80,59,1
2020-05-03,CZ051,CZ0513,72,55,2
2020-05-03,CZ051,CZ0514,37,32,1
2020-05-03,CZ052,CZ0521,62,47,2
2020-05-03,CZ052,CZ0522,19,17,1
2020-05-03,CZ052,CZ0523,65,59,0
2020-05-03,CZ052,CZ0524,17,15,1
2020-05-03,CZ052,CZ0525,16,15,0
2020-05-03,CZ053,CZ0531,76,66,0
2020-05-03,CZ053,CZ0532,134,70,2
2020-05-03,CZ053,CZ0533,33,17,2
2020-05-03,CZ053,CZ0534,24,19,2
2020-05-03,CZ063,CZ0631,90,39,3
2020-05-03,CZ063,CZ0632,12,10,0
2020-05-03,CZ063,CZ0633,1,1,0
2020-05-03,CZ063,CZ0634,32,23,0
2020-05-03,CZ063,CZ0635,38,37,0
2020-05-03,CZ064,CZ0641,15,15,0
2020-05-03,CZ064,CZ0642,161,115,3
2020-05-03,CZ064,CZ0643,61,46,1
2020-05-03,CZ064,CZ0644,107,49,13
2020-05-03,CZ064,CZ0645,10,8,0
2020-05-03,CZ064,CZ0646,26,16,0
2020-05-03,CZ064,CZ0647,66,52,0
2020-05-03,CZ071,CZ0711,10,7,0
2020-05-03,CZ071,CZ0712,527,343,15
2020-05-03,CZ071,CZ0713,48,35,0
2020-05-03,CZ071,CZ0714,48,24,1
2020-05-03,CZ071,CZ0715,45,44,0
2020-05-03,CZ072,CZ0721,29,25,0
2020-05-03,CZ072,CZ0722,140,123,1
2020-05-03,CZ072,CZ0723,41,38,0
2020-05-03,CZ072,CZ0724,116,47,0
2020-05-03,CZ080,CZ0801,25,20,1
2020-05-03,CZ080,CZ0802,231,124,6
2020-05-03,CZ080,CZ0803,126,58,1
2020-05-03,CZ080,CZ0804,88,38,0
2020-05-03,CZ080,CZ0805,175,85,4
2020-05-03,CZ080,CZ0806,409,178,20
2020-05-04,CZ010,CZ0100,1736,1062,89
2020-05-04,CZ020,CZ0201,89,71,1
2020-05-04,CZ020,CZ0202,77,49,1
2020-05-04,CZ020,CZ0203,98,82,6
2020-05-04,CZ020,CZ0204,56,47,1
2020-05-04,CZ020,CZ0205,33,27,0
2020-05-04,CZ020,CZ0206,73,56,2
2020-05-04,CZ020,CZ0207,44,36,1
2020-05-04,CZ020,CZ0208,49,42,1
2020-05-04,CZ020,CZ0209,171,138,4
2020-05-04,CZ020,CZ020A,149,102,3
2020-05-04,CZ020,CZ020B,48,34,2
2020-05-04,CZ020,CZ020C,14,11,0
2020-05-04,CZ031,CZ0311,41,26,0
2020-05-04,CZ031,CZ0312,22,21,0
2020-05-04,CZ031,CZ0313,15,15,0
2020-05-04,CZ031,CZ0314,10,9,0
2020-05-04,CZ031,CZ0315,30,19,5
2020-05-04,CZ031,CZ0316,35,30,1
2020-05-04,CZ031,CZ0317,19,8,0
2020-05-04,CZ032,CZ0321,336,220,8
2020-05-04,CZ032,CZ0322,82,56,0
2020-05-04,CZ032,CZ0323,95,70,1
2020-05-04,CZ032,CZ0324,29,9,2
2020-05-04,CZ032,CZ0325,17,13,0
2020-05-04,CZ032,CZ0326,6,3,0
2020-05-04,CZ032,CZ0327,44,25,0
2020-05-04,CZ041,CZ0411,248,104,19
2020-05-04,CZ041,CZ0412,77,55,3
2020-05-04,CZ041,CZ0413,58,37,0
2020-05-04,CZ042,CZ0421,42,39,0
2020-05-04,CZ042,CZ0422,20,20,0
2020-05-04,CZ042,CZ0423,249,158,11
2020-05-04,CZ042,CZ0424,23,16,3
2020-05-04,CZ042,CZ0425,38,21,7
2020-05-04,CZ042,CZ0426,43,26,0
2020-05-04,CZ042,CZ0427,76,70,0
2020-05-04,CZ051,CZ0511,6,5,0
2020-05-04,CZ051,CZ0512,80,59,1
2020-05-04,CZ051,CZ0513,72,57,2
2020-05-04,CZ051,CZ0514,37,32,1
2020-05-04,CZ052,CZ0521,63,47,2
2020-05-04,CZ052,CZ0522,19,17,1
2020-05-04,CZ052,CZ0523,65,61,0
2020-05-04,CZ052,CZ0524,17,15,1
2020-05-04,CZ052,CZ0525,16,15,0
2020-05-04,CZ053,CZ0531,76,67,0
2020-05-04,CZ053,CZ0532,135,70,2
2020-05-04,CZ053,CZ0533,33,19,2
2020-05-04,CZ053,CZ0534,24,19,2
2020-05-04,CZ063,CZ0631,90,39,3
2020-05-04,CZ063,CZ0632,12,10,0
2020-05-04,CZ063,CZ0633,1,1,0
2020-05-04,CZ063,CZ0634,33,24,0
2020-05-04,CZ063,CZ0635,38,37,0
2020-05-04,CZ064,CZ0641,16,16,0
2020-05-04,CZ064,CZ0642,165,116,3
2020-05-04,CZ064,CZ0643,61,47,1
2020-05-04,CZ064,CZ0644,108,50,13
2020-05-04,CZ064,CZ0645,10,8,0
2020-05-04,CZ064,CZ0646,26,17,0
2020-05-04,CZ064,CZ0647,66,55,0
2020-05-04,CZ071,CZ0711,10,7,0
2020-05-04,CZ071,CZ0712,527,353,15
2020-05-04,CZ071,CZ0713,49,36,0
2020-05-04,CZ071,CZ0714,48,24,1
2020-05-04,CZ071,CZ0715,45,44,0
2020-05-04,CZ072,CZ0721,29,25,0
2020-05-04,CZ072,CZ0722,140,124,1
2020-05-04,CZ072,CZ0723,43,38,0
2020-05-04,CZ072,CZ0724,116,49,0
2020-05-04,CZ080,CZ0801,25,20,1
2020-05-04,CZ080,CZ0802,232,130,6
2020-05-04,CZ080,CZ0803,129,59,1
2020-05-04,CZ080,CZ0804,88,42,0
2020-05-04,CZ080,CZ0805,177,98,4
2020-05-04,CZ080,CZ0806,416,192,21
2020-05-05,CZ010,CZ0100,1749,1086,89
2020-05-05,CZ020,CZ0201,89,72,1
2020-05-05,CZ020,CZ0202,78,52,1
2020-05-05,CZ020,CZ0203,99,82,6
2020-05-05,CZ020,CZ0204,56,48,1
2020-05-05,CZ020,CZ0205,33,28,0
2020-05-05,CZ020,CZ0206,74,57,2
2020-05-05,CZ020,CZ0207,45,36,1
2020-05-05,CZ020,CZ0208,49,43,1
2020-05-05,CZ020,CZ0209,173,142,4
2020-05-05,CZ020,CZ020A,149,104,3
2020-05-05,CZ020,CZ020B,48,34,2
2020-05-05,CZ020,CZ020C,14,12,0
2020-05-05,CZ031,CZ0311,41,27,0
2020-05-05,CZ031,CZ0312,22,21,0
2020-05-05,CZ031,CZ0313,16,15,0
2020-05-05,CZ031,CZ0314,10,9,0
2020-05-05,CZ031,CZ0315,31,19,5
2020-05-05,CZ031,CZ0316,35,31,1
2020-05-05,CZ031,CZ0317,19,12,0
2020-05-05,CZ032,CZ0321,336,228,8
2020-05-05,CZ032,CZ0322,82,57,0
2020-05-05,CZ032,CZ0323,96,72,2
2020-05-05,CZ032,CZ0324,30,10,2
2020-05-05,CZ032,CZ0325,21,13,0
2020-05-05,CZ032,CZ0326,6,3,0
2020-05-05,CZ032,CZ0327,48,25,0
2020-05-05,CZ041,CZ0411,266,105,19
2020-05-05,CZ041,CZ0412,78,55,3
2020-05-05,CZ041,CZ0413,60,37,0
2020-05-05,CZ042,CZ0421,42,39,0
2020-05-05,CZ042,CZ0422,20,20,0
2020-05-05,CZ042,CZ0423,249,163,11
2020-05-05,CZ042,CZ0424,24,16,3
2020-05-05,CZ042,CZ0425,38,21,7
2020-05-05,CZ042,CZ0426,43,26,0
2020-05-05,CZ042,CZ0427,76,72,0
2020-05-05,CZ051,CZ0511,6,5,0
2020-05-05,CZ051,CZ0512,80,59,1
2020-05-05,CZ051,CZ0513,72,57,2
2020-05-05,CZ051,CZ0514,37,33,1
2020-05-05,CZ052,CZ0521,63,48,2
2020-05-05,CZ052,CZ0522,19,17,1
2020-05-05,CZ052,CZ0523,65,61,0
2020-05-05,CZ052,CZ0524,17,15,1
2020-05-05,CZ052,CZ0525,17,15,0
2020-05-05,CZ053,CZ0531,76,68,0
2020-05-05,CZ053,CZ0532,135,76,2
2020-05-05,CZ053,CZ0533,33,20,2
2020-05-05,CZ053,CZ0534,24,19,2
2020-05-05,CZ063,CZ0631,91,42,3
2020-05-05,CZ063,CZ0632,12,10,0
2020-05-05,CZ063,CZ0633,1,1,0
2020-05-05,CZ063,CZ0634,33,25,0
2020-05-05,CZ063,CZ0635,38,37,0
2020-05-05,CZ064,CZ0641,17,16,0
2020-05-05,CZ064,CZ0642,166,118,3
2020-05-05,CZ064,CZ0643,61,49,1
2020-05-05,CZ064,CZ0644,108,52,13
2020-05-05,CZ064,CZ0645,10,8,0
2020-05-05,CZ064,CZ0646,27,17,0
2020-05-05,CZ064,CZ0647,66,55,0
2020-05-05,CZ071,CZ0711,10,7,0
2020-05-05,CZ071,CZ0712,529,361,15
2020-05-05,CZ071,CZ0713,50,36,0
2020-05-05,CZ071,CZ0714,49,26,1
2020-05-05,CZ071,CZ0715,45,44,0
2020-05-05,CZ072,CZ0721,29,25,0
2020-05-05,CZ072,CZ0722,140,124,1
2020-05-05,CZ072,CZ0723,43,38,0
2020-05-05,CZ072,CZ0724,116,53,0
2020-05-05,CZ080,CZ0801,25,21,1
2020-05-05,CZ080,CZ0802,234,142,6
2020-05-05,CZ080,CZ0803,130,59,1
2020-05-05,CZ080,CZ0804,88,44,0
2020-05-05,CZ080,CZ0805,180,103,4
2020-05-05,CZ080,CZ0806,421,228,22
2020-05-06,CZ010,CZ0100,1758,1110,89
2020-05-06,CZ020,CZ0201,90,72,1
2020-05-06,CZ020,CZ0202,78,54,1
2020-05-06,CZ020,CZ0203,99,83,6
2020-05-06,CZ020,CZ0204,57,48,1
2020-05-06,CZ020,CZ0205,33,30,0
2020-05-06,CZ020,CZ0206,74,59,2
2020-05-06,CZ020,CZ0207,49,36,1
2020-05-06,CZ020,CZ0208,50,43,1
2020-05-06,CZ020,CZ0209,175,149,4
2020-05-06,CZ020,CZ020A,152,105,3
2020-05-06,CZ020,CZ020B,48,35,2
2020-05-06,CZ020,CZ020C,14,14,0
2020-05-06,CZ031,CZ0311,41,29,0
2020-05-06,CZ031,CZ0312,22,21,0
2020-05-06,CZ031,CZ0313,16,15,0
2020-05-06,CZ031,CZ0314,10,9,0
2020-05-06,CZ031,CZ0315,31,19,5
2020-05-06,CZ031,CZ0316,35,32,1
2020-05-06,CZ031,CZ0317,19,12,0
2020-05-06,CZ032,CZ0321,336,240,8
2020-05-06,CZ032,CZ0322,82,58,0
2020-05-06,CZ032,CZ0323,97,72,2
2020-05-06,CZ032,CZ0324,31,10,3
2020-05-06,CZ032,CZ0325,21,13,0
2020-05-06,CZ032,CZ0326,6,3,0
2020-05-06,CZ032,CZ0327,49,26,0
2020-05-06,CZ041,CZ0411,270,112,20
2020-05-06,CZ041,CZ0412,79,56,3
2020-05-06,CZ041,CZ0413,61,38,0
2020-05-06,CZ042,CZ0421,42,40,0
2020-05-06,CZ042,CZ0422,20,20,0
2020-05-06,CZ042,CZ0423,249,167,11
2020-05-06,CZ042,CZ0424,25,20,3
2020-05-06,CZ042,CZ0425,38,21,7
2020-05-06,CZ042,CZ0426,43,26,0
2020-05-06,CZ042,CZ0427,76,73,0
2020-05-06,CZ051,CZ0511,6,6,0
2020-05-06,CZ051,CZ0512,80,60,1
2020-05-06,CZ051,CZ0513,72,57,2
2020-05-06,CZ051,CZ0514,38,33,1
2020-05-06,CZ052,CZ0521,63,48,2
2020-05-06,CZ052,CZ0522,19,17,1
2020-05-06,CZ052,CZ0523,65,61,0
2020-05-06,CZ052,CZ0524,17,15,1
2020-05-06,CZ052,CZ0525,19,15,0
2020-05-06,CZ053,CZ0531,77,69,0
2020-05-06,CZ053,CZ0532,137,83,2
2020-05-06,CZ053,CZ0533,33,20,2
2020-05-06,CZ053,CZ0534,24,20,2
2020-05-06,CZ063,CZ0631,91,46,3
2020-05-06,CZ063,CZ0632,12,10,0
2020-05-06,CZ063,CZ0633,1,1,0
2020-05-06,CZ063,CZ0634,33,26,0
2020-05-06,CZ063,CZ0635,38,37,0
2020-05-06,CZ064,CZ0641,18,16,0
2020-05-06,CZ064,CZ0642,170,125,3
2020-05-06,CZ064,CZ0643,61,51,1
2020-05-06,CZ064,CZ0644,108,58,13
2020-05-06,CZ064,CZ0645,10,9,0
2020-05-06,CZ064,CZ0646,28,19,0
2020-05-06,CZ064,CZ0647,66,59,0
2020-05-06,CZ071,CZ0711,10,7,0
2020-05-06,CZ071,CZ0712,532,372,15
2020-05-06,CZ071,CZ0713,56,38,0
2020-05-06,CZ071,CZ0714,49,29,1
2020-05-06,CZ071,CZ0715,45,44,0
2020-05-06,CZ072,CZ0721,29,25,0
2020-05-06,CZ072,CZ0722,140,124,1
2020-05-06,CZ072,CZ0723,43,38,0
2020-05-06,CZ072,CZ0724,119,57,0
2020-05-06,CZ080,CZ0801,25,21,1
2020-05-06,CZ080,CZ0802,236,151,6
2020-05-06,CZ080,CZ0803,135,60,1
2020-05-06,CZ080,CZ0804,88,46,1
2020-05-06,CZ080,CZ0805,182,108,4
2020-05-06,CZ080,CZ0806,429,242,23
2020-05-07,CZ010,CZ0100,1769,1126,89
2020-05-07,CZ020,CZ0201,91,73,1
2020-05-07,CZ020,CZ0202,78,63,1
2020-05-07,CZ020,CZ0203,99,85,6
2020-05-07,CZ020,CZ0204,57,49,1
2020-05-07,CZ020,CZ0205,33,30,0
2020-05-07,CZ020,CZ0206,75,64,2
2020-05-07,CZ020,CZ0207,49,37,1
2020-05-07,CZ020,CZ0208,50,45,1
2020-05-07,CZ020,CZ0209,176,153,4
2020-05-07,CZ020,CZ020A,152,110,3
2020-05-07,CZ020,CZ020B,48,36,2
2020-05-07,CZ020,CZ020C,14,14,0
2020-05-07,CZ031,CZ0311,41,29,0
2020-05-07,CZ031,CZ0312,22,22,0
2020-05-07,CZ031,CZ0313,16,15,0
2020-05-07,CZ031,CZ0314,10,9,0
2020-05-07,CZ031,CZ0315,34,20,5
2020-05-07,CZ031,CZ0316,35,32,1
2020-05-07,CZ031,CZ0317,19,13,0
2020-05-07,CZ032,CZ0321,338,248,8
2020-05-07,CZ032,CZ0322,83,59,0
2020-05-07,CZ032,CZ0323,97,72,2
2020-05-07,CZ032,CZ0324,33,12,3
2020-05-07,CZ032,CZ0325,21,13,0
2020-05-07,CZ032,CZ0326,6,3,0
2020-05-07,CZ032,CZ0327,52,28,0
2020-05-07,CZ041,CZ0411,274,119,21
2020-05-07,CZ041,CZ0412,79,58,3
2020-05-07,CZ041,CZ0413,61,38,0
2020-05-07,CZ042,CZ0421,42,40,0
2020-05-07,CZ042,CZ0422,20,21,0
2020-05-07,CZ042,CZ0423,250,178,11
2020-05-07,CZ042,CZ0424,25,20,3
2020-05-07,CZ042,CZ0425,38,22,7
2020-05-07,CZ042,CZ0426,44,26,0
2020-05-07,CZ042,CZ0427,76,73,0
2020-05-07,CZ051,CZ0511,6,6,0
2020-05-07,CZ051,CZ0512,80,62,1
2020-05-07,CZ051,CZ0513,72,57,2
2020-05-07,CZ051,CZ0514,38,33,1
2020-05-07,CZ052,CZ0521,63,48,2
2020-05-07,CZ052,CZ0522,20,18,1
2020-05-07,CZ052,CZ0523,65,61,0
2020-05-07,CZ052,CZ0524,17,16,1
2020-05-07,CZ052,CZ0525,19,16,0
2020-05-07,CZ053,CZ0531,77,71,0
2020-05-07,CZ053,CZ0532,138,88,2
2020-05-07,CZ053,CZ0533,33,23,2
2020-05-07,CZ053,CZ0534,24,20,2
2020-05-07,CZ063,CZ0631,91,48,3
2020-05-07,CZ063,CZ0632,12,11,0
2020-05-07,CZ063,CZ0633,1,1,0
2020-05-07,CZ063,CZ0634,33,26,1
2020-05-07,CZ063,CZ0635,38,37,0
2020-05-07,CZ064,CZ0641,21,16,0
2020-05-07,CZ064,CZ0642,174,126,3
2020-05-07,CZ064,CZ0643,62,51,1
2020-05-07,CZ064,CZ0644,110,63,13
2020-05-07,CZ064,CZ0645,10,9,0
2020-05-07,CZ064,CZ0646,28,19,0
2020-05-07,CZ064,CZ0647,66,60,0
2020-05-07,CZ071,CZ0711,10,7,0
2020-05-07,CZ071,CZ0712,532,379,15
2020-05-07,CZ071,CZ0713,59,39,0
2020-05-07,CZ071,CZ0714,49,32,1
2020-05-07,CZ071,CZ0715,45,44,0
2020-05-07,CZ072,CZ0721,29,25,0
2020-05-07,CZ072,CZ0722,140,125,1
2020-05-07,CZ072,CZ0723,43,39,0
2020-05-07,CZ072,CZ0724,120,62,0
2020-05-07,CZ080,CZ0801,25,21,1
2020-05-07,CZ080,CZ0802,240,158,6
2020-05-07,CZ080,CZ0803,135,63,1
2020-05-07,CZ080,CZ0804,90,50,2
2020-05-07,CZ080,CZ0805,183,112,4
2020-05-07,CZ080,CZ0806,435,254,24
2020-05-08,CZ010,CZ0100,1796,1135,89
2020-05-08,CZ020,CZ0201,91,73,1
2020-05-08,CZ020,CZ0202,78,63,1
2020-05-08,CZ020,CZ0203,101,85,6
2020-05-08,CZ020,CZ0204,58,49,1
2020-05-08,CZ020,CZ0205,33,30,0
2020-05-08,CZ020,CZ0206,75,64,2
2020-05-08,CZ020,CZ0207,49,37,1
2020-05-08,CZ020,CZ0208,50,45,1
2020-05-08,CZ020,CZ0209,176,155,4
2020-05-08,CZ020,CZ020A,153,116,4
2020-05-08,CZ020,CZ020B,49,36,2
2020-05-08,CZ020,CZ020C,14,14,0
2020-05-08,CZ031,CZ0311,41,31,0
2020-05-08,CZ031,CZ0312,22,22,0
2020-05-08,CZ031,CZ0313,16,15,0
2020-05-08,CZ031,CZ0314,10,9,0
2020-05-08,CZ031,CZ0315,34,20,5
2020-05-08,CZ031,CZ0316,35,32,1
2020-05-08,CZ031,CZ0317,19,14,0
2020-05-08,CZ032,CZ0321,339,257,8
2020-05-08,CZ032,CZ0322,83,59,0
2020-05-08,CZ032,CZ0323,98,73,2
2020-05-08,CZ032,CZ0324,33,12,3
2020-05-08,CZ032,CZ0325,21,13,0
2020-05-08,CZ032,CZ0326,6,3,0
2020-05-08,CZ032,CZ0327,52,28,0
2020-05-08,CZ041,CZ0411,280,122,22
2020-05-08,CZ041,CZ0412,79,58,3
2020-05-08,CZ041,CZ0413,61,42,0
2020-05-08,CZ042,CZ0421,42,40,0
2020-05-08,CZ042,CZ0422,20,21,0
2020-05-08,CZ042,CZ0423,250,178,11
2020-05-08,CZ042,CZ0424,25,20,3
2020-05-08,CZ042,CZ0425,38,22,7
2020-05-08,CZ042,CZ0426,44,26,0
2020-05-08,CZ042,CZ0427,76,73,0
2020-05-08,CZ051,CZ0511,7,6,0
2020-05-08,CZ051,CZ0512,80,62,1
2020-05-08,CZ051,CZ0513,72,57,2
2020-05-08,CZ051,CZ0514,38,33,1
2020-05-08,CZ052,CZ0521,63,49,2
2020-05-08,CZ052,CZ0522,20,18,1
2020-05-08,CZ052,CZ0523,65,61,0
2020-05-08,CZ052,CZ0524,17,16,1
2020-05-08,CZ052,CZ0525,20,16,0
2020-05-08,CZ053,CZ0531,77,71,0
2020-05-08,CZ053,CZ0532,138,88,2
2020-05-08,CZ053,CZ0533,33,23,2
2020-05-08,CZ053,CZ0534,24,20,2
2020-05-08,CZ063,CZ0631,91,53,3
2020-05-08,CZ063,CZ0632,12,11,0
2020-05-08,CZ063,CZ0633,1,1,0
2020-05-08,CZ063,CZ0634,33,26,1
2020-05-08,CZ063,CZ0635,38,37,0
2020-05-08,CZ064,CZ0641,22,16,0
2020-05-08,CZ064,CZ0642,174,126,3
2020-05-08,CZ064,CZ0643,62,51,1
2020-05-08,CZ064,CZ0644,110,66,13
2020-05-08,CZ064,CZ0645,10,9,0
2020-05-08,CZ064,CZ0646,28,19,0
2020-05-08,CZ064,CZ0647,68,60,0
2020-05-08,CZ071,CZ0711,10,7,0
2020-05-08,CZ071,CZ0712,532,381,15
2020-05-08,CZ071,CZ0713,59,39,0
2020-05-08,CZ071,CZ0714,49,32,1
2020-05-08,CZ071,CZ0715,45,44,0
2020-05-08,CZ072,CZ0721,29,25,0
2020-05-08,CZ072,CZ0722,140,125,1
2020-05-08,CZ072,CZ0723,43,39,0
2020-05-08,CZ072,CZ0724,121,64,0
2020-05-08,CZ080,CZ0801,25,21,1
2020-05-08,CZ080,CZ0802,240,162,7
2020-05-08,CZ080,CZ0803,136,63,1
2020-05-08,CZ080,CZ0804,90,50,2
2020-05-08,CZ080,CZ0805,184,116,4
2020-05-08,CZ080,CZ0806,440,257,25
2020-05-09,CZ010,CZ0100,1807,1147,90
2020-05-09,CZ020,CZ0201,91,79,1
2020-05-09,CZ020,CZ0202,78,64,1
2020-05-09,CZ020,CZ0203,102,85,6
2020-05-09,CZ020,CZ0204,58,49,1
