dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
02;2020-06-02;1;0;1;1
03;2020-03-19;2;0;0;6
03;2020-03-20;4;0;0;3
03;2020-03-21;4;0;0;1
03;2020-03-22;2;0;0;2
03;2020-03-23;11;0;1;4
03;2020-03-24;1;0;0;0
03;2020-03-25;6;1;0;4
03;2020-03-26;10;1;1;6
03;2020-03-27;6;1;2;1
03;2020-03-28;8;0;0;4
03;2020-03-29;3;3;0;1
03;2020-03-30;14;4;0;6
03;2020-03-31;5;1;1;3
03;2020-04-01;9;1;0;7
03;2020-04-02;5;3;1;6
03;2020-04-03;5;0;1;1
03;2020-04-04;6;0;0;2
03;2020-04-05;6;4;1;4
03;2020-04-06;6;1;0;2
03;2020-04-07;5;0;0;4
03;2020-04-08;9;2;2;2
03;2020-04-09;3;1;0;0
03;2020-04-10;5;2;0;6
03;2020-04-11;8;1;2;2
03;2020-04-12;4;0;1;6
03;2020-04-13;3;0;0;3
03;2020-04-14;6;2;3;0
03;2020-04-15;2;0;1;4
03;2020-04-16;4;0;2;1
03;2020-04-17;2;0;0;1
03;2020-04-18;2;0;3;3
03;2020-04-19;0;1;0;0
03;2020-04-20;5;0;0;0
03;2020-04-21;5;0;1;9
03;2020-04-22;5;1;1;3
03;2020-04-23;3;0;0;4
03;2020-04-24;2;0;1;3
03;2020-04-25;5;0;0;3
03;2020-04-26;3;0;0;1
03;2020-04-27;0;0;0;1
03;2020-04-28;1;0;1;4
03;2020-04-29;0;2;1;4
03;2020-04-30;2;0;0;3
03;2020-05-01;2;0;1;1
03;2020-05-02;2;0;0;1
03;2020-05-03;0;0;0;0
03;2020-05-04;1;0;0;0
03;2020-05-05;2;0;2;6
03;2020-05-06;2;1;0;2
03;2020-05-07;2;0;0;2
03;2020-05-08;3;0;1;2
03;2020-05-09;0;1;0;0
03;2020-05-10;1;0;0;0
03;2020-05-11;0;1;0;0
03;2020-05-12;2;0;1;10
03;2020-05-13;0;0;1;2
03;2020-05-14;1;0;0;1
03;2020-05-15;0;0;0;1
03;2020-05-16;0;0;0;2
03;2020-05-17;0;0;0;0
03;2020-05-18;0;0;0;0
03;2020-05-19;5;0;2;4
03;2020-05-20;4;0;3;1
03;2020-05-21;0;0;0;0
03;2020-05-22;0;0;0;1
03;2020-05-23;5;0;0;3
03;2020-05-24;3;0;0;2
03;2020-05-25;3;0;0;1
03;2020-05-26;1;0;0;1
03;2020-05-27;4;0;0;7
03;2020-05-28;0;0;1;0
03;2020-05-29;0;0;0;2
03;2020-05-30;0;0;0;2
03;2020-05-31;2;0;0;3
03;2020-06-01;1;0;0;0
03;2020-06-02;4;0;1;1
04;2020-03-19;1;0;0;1
04;2020-03-20;0;0;0;0
04;2020-03-21;1;0;0;0
04;2020-03-22;0;0;0;0
04;2020-03-23;0;0;0;0
04;2020-03-24;0;0;0;0
04;2020-03-25;17;0;0;13
04;2020-03-26;1;0;0;0
04;2020-03-27;4;0;0;2
04;2020-03-28;4;0;0;3
04;2020-03-29;0;0;0;0
04;2020-03-30;15;3;1;8
04;2020-03-31;5;0;1;3
04;2020-04-01;4;1;0;2
04;2020-04-02;15;0;1;13
04;2020-04-03;5;1;0;1
04;2020-04-04;0;0;0;0
04;2020-04-05;2;2;0;0
04;2020-04-06;11;0;1;5
04;2020-04-07;1;0;0;7
04;2020-04-08;3;0;0;2
04;2020-04-09;1;0;0;0
04;2020-04-10;6;1;0;3
04;2020-04-11;3;1;0;4
04;2020-04-12;0;0;1;0
04;2020-04-13;0;0;0;0
04;2020-04-14;8;0;0;8
04;2020-04-15;4;0;0;1
04;2020-04-16;0;0;1;2
04;2020-04-17;1;0;0;1
04;2020-04-18;1;0;0;1
04;2020-04-19;6;0;0;2
04;2020-04-20;10;0;0;2
04;2020-04-21;1;0;1;4
04;2020-04-22;4;0;0;8
04;2020-04-23;3;0;0;4
04;2020-04-24;3;0;0;2
04;2020-04-25;1;0;0;2
04;2020-04-26;0;0;0;0
04;2020-04-27;1;0;0;3
04;2020-04-28;2;0;0;2
04;2020-04-29;1;1;0;1
04;2020-04-30;2;0;0;1
04;2020-05-01;0;0;1;0
04;2020-05-02;0;0;0;0
04;2020-05-03;0;0;0;0
04;2020-05-04;0;0;0;1
04;2020-05-05;1;0;0;1
04;2020-05-06;1;0;0;2
04;2020-05-07;0;0;1;1
04;2020-05-08;0;0;0;2
04;2020-05-09;0;0;0;0
04;2020-05-10;0;0;0;0
04;2020-05-11;1;0;0;1
04;2020-05-12;0;1;0;0
04;2020-05-13;0;0;0;0
04;2020-05-14;0;0;0;1
04;2020-05-15;0;0;0;0
04;2020-05-16;3;0;0;0
04;2020-05-17;0;0;1;0
04;2020-05-18;1;0;0;1
04;2020-05-19;1;0;1;0
04;2020-05-20;0;0;0;0
04;2020-05-21;0;0;0;0
04;2020-05-22;0;0;0;0
04;2020-05-23;0;0;0;0
04;2020-05-24;0;0;0;0
04;2020-05-25;0;0;0;1
04;2020-05-26;0;0;0;0
04;2020-05-27;0;0;1;0
04;2020-05-28;0;0;0;0
04;2020-05-29;0;0;0;0
04;2020-05-30;0;0;0;0
04;2020-05-31;0;0;0;0
04;2020-06-01;0;0;0;1
04;2020-06-02;0;0;0;0
05;2020-03-19;4;0;0;1
05;2020-03-20;2;0;0;0
05;2020-03-21;3;0;0;1
05;2020-03-22;3;0;0;0
05;2020-03-23;5;3;0;2
05;2020-03-24;4;1;1;4
05;2020-03-25;7;0;0;3
05;2020-03-26;7;2;0;1
05;2020-03-27;5;1;0;2
05;2020-03-28;4;0;0;4
05;2020-03-29;8;2;0;1
05;2020-03-30;9;0;0;6
05;2020-03-31;7;1;0;3
05;2020-04-01;7;2;0;0
05;2020-04-02;8;5;0;2
05;2020-04-03;6;2;0;0
05;2020-04-04;1;1;0;5
05;2020-04-05;2;0;0;3
05;2020-04-06;6;1;1;1
05;2020-04-07;2;1;0;2
05;2020-04-08;2;2;0;5
05;2020-04-09;1;0;0;8
05;2020-04-10;2;0;0;4
05;2020-04-11;1;0;0;3
05;2020-04-12;1;0;1;0
05;2020-04-13;2;0;0;2
05;2020-04-14;0;0;0;4
05;2020-04-15;4;0;1;5
05;2020-04-16;2;0;0;3
05;2020-04-17;1;0;1;1
05;2020-04-18;2;0;1;4
05;2020-04-19;0;0;0;0
05;2020-04-20;0;1;0;0
05;2020-04-21;6;0;0;2
05;2020-04-22;1;0;0;1
05;2020-04-23;1;0;0;1
05;2020-04-24;1;0;0;3
05;2020-04-25;3;0;0;1
05;2020-04-26;0;0;0;0
05;2020-04-27;0;0;0;5
05;2020-04-28;0;0;0;1
05;2020-04-29;0;0;2;0
05;2020-04-30;3;0;0;0
05;2020-05-01;1;0;0;0
05;2020-05-02;2;0;0;0
05;2020-05-03;0;0;0;0
05;2020-05-04;0;0;0;0
05;2020-05-05;4;0;2;1
05;2020-05-06;0;0;0;0
05;2020-05-07;0;0;1;2
05;2020-05-08;0;0;0;0
05;2020-05-09;1;1;0;1
05;2020-05-10;0;0;0;0
05;2020-05-11;1;0;1;1
05;2020-05-12;0;0;1;0
05;2020-05-13;0;0;0;1
05;2020-05-14;0;0;2;1
05;2020-05-15;0;0;0;0
05;2020-05-16;0;0;0;0
05;2020-05-17;0;0;0;0
05;2020-05-18;2;0;1;1
05;2020-05-19;0;0;0;1
05;2020-05-20;0;0;0;0
05;2020-05-21;0;0;0;0
05;2020-05-22;0;0;1;0
05;2020-05-23;0;0;0;0
05;2020-05-24;0;0;0;0
05;2020-05-25;0;0;0;0
05;2020-05-26;0;0;0;1
05;2020-05-27;0;0;0;0
05;2020-05-28;1;0;0;0
05;2020-05-29;0;0;0;0
05;2020-05-30;0;0;0;0
05;2020-05-31;0;0;0;0
05;2020-06-01;0;0;0;0
05;2020-06-02;0;0;1;3
06;2020-03-19;12;4;0;4
06;2020-03-20;22;3;2;10
06;2020-03-21;5;0;2;1
06;2020-03-22;2;1;2;2
06;2020-03-23;22;5;0;0
06;2020-03-24;12;1;0;23
06;2020-03-25;29;5;1;8
06;2020-03-26;17;1;3;5
06;2020-03-27;19;4;0;5
06;2020-03-28;22;4;3;11
06;2020-03-29;19;5;2;10
06;2020-03-30;11;5;3;1
06;2020-03-31;22;3;3;7
06;2020-04-01;40;9;6;18
06;2020-04-02;43;17;3;9
06;2020-04-03;36;9;3;9
06;2020-04-04;37;11;3;18
06;2020-04-05;11;2;5;4
06;2020-04-06;31;11;4;10
06;2020-04-07;37;11;1;13
06;2020-04-08;32;16;8;16
06;2020-04-09;26;5;5;11
06;2020-04-10;39;7;2;14
06;2020-04-11;11;2;4;20
06;2020-04-12;6;2;1;2
06;2020-04-13;22;4;7;8
06;2020-04-14;28;4;6;14
06;2020-04-15;13;1;4;15
06;2020-04-16;18;2;3;13
06;2020-04-17;24;3;8;29
06;2020-04-18;17;1;2;3
06;2020-04-19;5;0;1;0
06;2020-04-20;19;4;9;14
06;2020-04-21;12;0;1;14
06;2020-04-22;22;4;2;14
06;2020-04-23;11;3;1;13
06;2020-04-24;11;5;7;5
06;2020-04-25;6;1;4;14
06;2020-04-26;5;5;1;3
06;2020-04-27;10;3;4;2
06;2020-04-28;14;4;2;14
06;2020-04-29;11;7;0;11
06;2020-04-30;4;2;5;15
06;2020-05-01;6;1;1;14
06;2020-05-02;0;0;1;24
06;2020-05-03;6;0;0;2
06;2020-05-04;19;2;10;4
06;2020-05-05;14;2;2;10
06;2020-05-06;10;2;4;16
06;2020-05-07;18;0;1;5
06;2020-05-08;9;2;5;3
06;2020-05-09;5;2;0;1
06;2020-05-10;1;0;0;0
06;2020-05-11;5;0;2;10
06;2020-05-12;6;0;2;8
06;2020-05-13;3;0;2;9
06;2020-05-14;6;2;1;10
06;2020-05-15;6;3;2;21
06;2020-05-16;4;0;1;2
06;2020-05-17;0;0;1;1
06;2020-05-18;0;0;1;15
06;2020-05-19;2;1;2;5
06;2020-05-20;6;0;0;9
06;2020-05-21;7;0;1;7
06;2020-05-22;2;0;1;2
06;2020-05-23;0;0;0;0
06;2020-05-24;2;0;1;1
06;2020-05-25;1;0;1;4
06;2020-05-26;2;0;2;6
06;2020-05-27;2;1;0;6
06;2020-05-28;2;1;1;7
06;2020-05-29;3;0;0;5
06;2020-05-30;2;0;0;3
06;2020-05-31;1;0;0;0
06;2020-06-01;1;0;0;2
06;2020-06-02;1;1;2;3
07;2020-03-19;7;1;0;0
07;2020-03-20;7;1;1;3
07;2020-03-21;6;0;0;1
07;2020-03-22;3;1;0;0
07;2020-03-23;7;0;1;0
07;2020-03-24;8;2;1;1
07;2020-03-25;44;1;1;33
07;2020-03-26;11;1;1;5
07;2020-03-27;12;2;4;6
07;2020-03-28;34;1;1;21
07;2020-03-29;8;1;1;1
07;2020-03-30;21;0;1;12
07;2020-03-31;33;5;1;20
07;2020-04-01;15;1;4;11
07;2020-04-02;12;2;6;10
07;2020-04-03;19;2;1;5
07;2020-04-04;1;0;2;7
07;2020-04-05;6;1;0;0
07;2020-04-06;24;4;4;9
07;2020-04-07;14;1;2;10
07;2020-04-08;9;2;3;6
07;2020-04-09;7;2;3;10
07;2020-04-10;10;2;2;10
07;2020-04-11;2;1;0;6
07;2020-04-12;2;1;0;2
07;2020-04-13;10;0;3;1
07;2020-04-14;10;2;3;8
07;2020-04-15;7;1;0;12
07;2020-04-16;4;0;0;3
07;2020-04-17;14;1;3;9
07;2020-04-18;8;0;1;6
07;2020-04-19;1;0;0;0
07;2020-04-20;4;1;3;9
07;2020-04-21;6;3;1;5
07;2020-04-22;4;0;1;5
07;2020-04-23;8;0;2;10
07;2020-04-24;3;1;0;1
07;2020-04-25;6;2;2;7
07;2020-04-26;7;0;1;1
07;2020-04-27;11;0;6;2
07;2020-04-28;51;2;2;6
07;2020-04-29;3;1;1;4
07;2020-04-30;28;0;1;25
07;2020-05-01;9;0;1;8
07;2020-05-02;2;0;0;3
07;2020-05-03;0;0;2;0
07;2020-05-04;4;1;2;6
07;2020-05-05;36;0;5;14
07;2020-05-06;16;0;2;30
07;2020-05-07;9;0;3;5
07;2020-05-08;4;0;2;5
07;2020-05-09;3;0;1;1
07;2020-05-10;9;1;2;6
07;2020-05-11;1;0;0;5
07;2020-05-12;4;0;0;9
07;2020-05-13;10;0;5;13
07;2020-05-14;7;0;1;6
07;2020-05-15;1;1;3;5
07;2020-05-16;1;0;1;15
07;2020-05-17;0;0;0;0
07;2020-05-18;6;0;1;2
07;2020-05-19;4;0;1;8
07;2020-05-20;5;0;2;13
07;2020-05-21;0;0;0;10
07;2020-05-22;3;1;0;2
07;2020-05-23;0;0;0;1
07;2020-05-24;2;0;0;0
07;2020-05-25;2;1;1;2
07;2020-05-26;4;0;1;6
07;2020-05-27;4;0;2;9
07;2020-05-28;0;0;1;15
07;2020-05-29;0;0;0;12
07;2020-05-30;0;0;0;4
07;2020-05-31;1;0;0;0
07;2020-06-01;2;0;0;0
07;2020-06-02;3;1;1;1
08;2020-03-19;1;1;0;0
08;2020-03-20;0;0;0;0
08;2020-03-21;2;0;0;0
08;2020-03-22;1;0;0;0
08;2020-03-23;1;1;0;0
08;2020-03-24;0;0;0;1
08;2020-03-25;2;1;0;0
08;2020-03-26;8;4;0;0
08;2020-03-27;0;1;0;0
08;2020-03-28;11;0;0;0
08;2020-03-29;7;3;0;2
08;2020-03-30;0;0;0;0
08;2020-03-31;23;8;0;4
08;2020-04-01;7;0;1;0
08;2020-04-02;13;1;0;2
08;2020-04-03;5;0;1;3
08;2020-04-04;11;2;1;7
08;2020-04-05;10;0;1;3
08;2020-04-06;8;0;2;7
08;2020-04-07;13;1;0;7
08;2020-04-08;0;0;1;2
08;2020-04-09;11;2;2;5
08;2020-04-10;9;0;2;8
08;2020-04-11;3;1;2;5
08;2020-04-12;23;0;4;9
08;2020-04-13;0;0;0;0
08;2020-04-14;9;3;4;5
08;2020-04-15;7;1;4;8
08;2020-04-16;3;0;0;5
08;2020-04-17;14;3;2;9
08;2020-04-18;11;1;5;7
08;2020-04-19;6;0;3;3
08;2020-04-20;3;0;5;0
08;2020-04-21;4;0;1;2
08;2020-04-22;10;2;2;6
08;2020-04-23;2;0;0;1
08;2020-04-24;4;1;0;1
08;2020-04-25;3;1;1;1
08;2020-04-26;4;0;0;3
08;2020-04-27;4;0;2;1
08;2020-04-28;1;0;0;0
08;2020-04-29;4;0;0;7
08;2020-04-30;0;0;0;1
08;2020-05-01;3;0;2;0
08;2020-05-02;2;0;0;0
08;2020-05-03;2;2;1;0
08;2020-05-04;0;0;1;1
08;2020-05-05;2;0;0;1
08;2020-05-06;12;0;0;2
08;2020-05-07;6;1;0;2
08;2020-05-08;0;0;0;0
08;2020-05-09;7;1;4;0
08;2020-05-10;3;0;0;1
08;2020-05-11;1;0;1;0
08;2020-05-12;1;0;1;2
08;2020-05-13;0;0;0;0
08;2020-05-14;7;0;2;3
08;2020-05-15;6;0;1;4
08;2020-05-16;0;0;0;1
08;2020-05-17;2;1;0;0
08;2020-05-18;0;0;0;0
08;2020-05-19;29;3;2;1
08;2020-05-20;0;0;0;1
08;2020-05-21;0;0;1;0
08;2020-05-22;3;0;0;2
08;2020-05-23;0;0;0;0
08;2020-05-24;0;0;0;2
08;2020-05-25;0;0;0;0
08;2020-05-26;1;0;0;8
08;2020-05-27;1;0;0;0
08;2020-05-28;1;0;0;3
08;2020-05-29;1;1;0;0
08;2020-05-30;2;0;1;26
08;2020-05-31;0;0;0;0
08;2020-06-01;3;1;0;2
08;2020-06-02;0;0;0;0
09;2020-03-19;0;0;0;0
09;2020-03-20;1;0;0;0
09;2020-03-21;1;0;0;1
09;2020-03-22;1;0;0;0
09;2020-03-23;1;2;0;0
09;2020-03-24;1;0;0;0
09;2020-03-25;5;0;0;1
09;2020-03-26;0;1;0;0
09;2020-03-27;1;0;0;0
09;2020-03-28;0;0;0;0
09;2020-03-29;0;1;0;0
09;2020-03-30;2;1;0;0
09;2020-03-31;3;0;0;2
09;2020-04-01;5;3;0;1
09;2020-04-02;2;0;1;1
09;2020-04-03;0;0;0;0
09;2020-04-04;1;0;0;2
09;2020-04-05;3;0;0;0
09;2020-04-06;1;0;0;1
09;2020-04-07;2;0;0;1
09;2020-04-08;3;0;0;1
09;2020-04-09;1;0;0;1
09;2020-04-10;1;0;0;4
09;2020-04-11;0;0;0;0
09;2020-04-12;1;0;0;0
09;2020-04-13;0;0;0;0
09;2020-04-14;0;0;0;0
09;2020-04-15;2;0;0;0
09;2020-04-16;0;0;0;0
09;2020-04-17;2;1;1;4
09;2020-04-18;0;0;0;0
09;2020-04-19;0;0;0;1
09;2020-04-20;1;0;0;1
09;2020-04-21;0;0;0;1
09;2020-04-22;0;0;0;0
09;2020-04-23;1;0;0;0
09;2020-04-24;1;0;0;4
09;2020-04-25;0;0;0;0
09;2020-04-26;0;0;0;0
09;2020-04-27;0;0;0;1
09;2020-04-28;0;0;0;0
09;2020-04-29;0;0;0;0
09;2020-04-30;0;0;0;0
09;2020-05-01;0;0;0;3
09;2020-05-02;0;0;0;1
09;2020-05-03;0;0;0;0
09;2020-05-04;0;0;0;0
09;2020-05-05;0;0;0;0
09;2020-05-06;0;0;0;0
09;2020-05-07;0;0;0;0
09;2020-05-08;0;1;0;0
09;2020-05-09;0;0;0;0
09;2020-05-10;0;0;0;0
09;2020-05-11;0;0;0;0
09;2020-05-12;0;0;0;0
09;2020-05-13;0;0;0;0
09;2020-05-14;0;0;0;0
09;2020-05-15;0;0;0;0
09;2020-05-16;0;0;0;0
09;2020-05-17;0;0;0;0
09;2020-05-18;0;0;0;0
09;2020-05-19;0;0;0;0
09;2020-05-20;2;0;0;0
09;2020-05-21;1;0;0;0
09;2020-05-22;0;0;1;2
09;2020-05-23;0;0;0;0
09;2020-05-24;0;0;0;0
09;2020-05-25;0;0;0;0
09;2020-05-26;0;0;0;0
09;2020-05-27;0;0;0;1
09;2020-05-28;0;0;0;0
09;2020-05-29;0;0;0;0
09;2020-05-30;0;0;0;0
09;2020-05-31;0;0;0;0
09;2020-06-01;0;0;0;0
09;2020-06-02;0;0;0;0
10;2020-03-19;6;2;0;0
10;2020-03-20;2;0;0;0
10;2020-03-21;6;2;0;0
10;2020-03-22;9;0;0;0
10;2020-03-23;9;0;2;0
10;2020-03-24;3;0;0;0
10;2020-03-25;17;5;4;3
10;2020-03-26;12;2;0;0
10;2020-03-27;4;0;0;0
10;2020-03-28;4;0;1;0
10;2020-03-29;1;0;0;0
10;2020-03-30;6;0;0;1
10;2020-03-31;13;1;1;0
10;2020-04-01;34;5;10;17
10;2020-04-02;23;2;2;3
10;2020-04-03;9;0;1;1
10;2020-04-04;38;4;10;2
10;2020-04-05;10;1;3;0
10;2020-04-06;3;0;1;0
10;2020-04-07;13;2;3;3
10;2020-04-08;29;2;9;24
10;2020-04-09;157;5;11;95
10;2020-04-10;62;0;1;49
10;2020-04-11;9;0;2;0
10;2020-04-12;24;0;0;1
10;2020-04-13;24;0;1;1
10;2020-04-14;19;1;3;0
10;2020-04-15;11;0;5;14
10;2020-04-16;18;0;2;18
10;2020-04-17;13;0;2;13
10;2020-04-18;6;0;0;1
10;2020-04-19;4;1;2;0
10;2020-04-20;12;0;6;19
10;2020-04-21;7;5;4;10
10;2020-04-22;37;0;7;27
10;2020-04-23;29;2;5;14
10;2020-04-24;29;0;4;27
10;2020-04-25;12;0;3;2
10;2020-04-26;0;0;1;0
10;2020-04-27;6;0;2;7
10;2020-04-28;29;5;1;22
10;2020-04-29;26;4;3;27
10;2020-04-30;16;3;2;10
10;2020-05-01;19;0;1;18
10;2020-05-02;13;2;0;3
10;2020-05-03;14;5;0;20
10;2020-05-04;4;0;1;0
10;2020-05-05;4;0;0;10
10;2020-05-06;10;0;2;16
10;2020-05-07;20;0;4;27
10;2020-05-08;5;0;1;3
10;2020-05-09;1;0;0;0
10;2020-05-10;4;0;0;2
10;2020-05-11;2;0;1;0
10;2020-05-12;2;0;0;5
10;2020-05-13;2;0;0;5
10;2020-05-14;6;0;0;1
10;2020-05-15;1;0;0;8
10;2020-05-16;5;0;0;4
10;2020-05-17;2;0;3;1
10;2020-05-18;7;0;0;0
10;2020-05-19;1;0;0;5
10;2020-05-20;3;0;2;12
10;2020-05-21;5;0;0;2
10;2020-05-22;1;0;0;0
10;2020-05-23;1;0;0;0
10;2020-05-24;1;0;2;0
10;2020-05-25;0;0;0;0
10;2020-05-26;1;0;2;5
10;2020-05-27;2;0;1;19
10;2020-05-28;4;0;2;3
10;2020-05-29;2;0;1;5
10;2020-05-30;0;0;0;3
10;2020-05-31;0;0;0;1
10;2020-06-01;1;0;0;0
10;2020-06-02;0;0;1;0
11;2020-03-19;19;5;3;4
11;2020-03-20;10;2;2;1
11;2020-03-21;2;0;3;0
11;2020-03-22;5;1;1;0
11;2020-03-23;14;4;0;0
11;2020-03-24;5;1;2;0
11;2020-03-25;12;1;3;4
11;2020-03-26;13;3;1;6
11;2020-03-27;12;2;0;3
11;2020-03-28;21;4;2;8
11;2020-03-29;18;1;0;1
11;2020-03-30;19;2;1;1
11;2020-03-31;15;1;2;3
11;2020-04-01;17;3;2;7
11;2020-04-02;31;1;0;6
11;2020-04-03;7;1;4;3
11;2020-04-04;8;1;0;3
11;2020-04-05;8;0;3;6
11;2020-04-06;7;2;4;4
11;2020-04-07;13;2;0;9
11;2020-04-08;4;0;3;5
11;2020-04-09;3;1;2;5
11;2020-04-10;6;2;1;7
11;2020-04-11;7;0;0;5
11;2020-04-12;17;0;1;0
11;2020-04-13;13;1;2;0
11;2020-04-14;4;0;1;2
11;2020-04-15;4;0;0;10
11;2020-04-16;3;0;0;4
11;2020-04-17;7;1;0;7
11;2020-04-18;7;0;1;9
11;2020-04-19;3;1;0;0
11;2020-04-20;2;0;1;1
11;2020-04-21;11;1;1;6
11;2020-04-22;1;0;1;2
11;2020-04-23;1;0;1;5
11;2020-04-24;5;0;2;3
11;2020-04-25;3;0;1;5
11;2020-04-26;1;0;1;2
11;2020-04-27;3;1;0;0
11;2020-04-28;8;2;1;7
11;2020-04-29;0;0;0;2
11;2020-04-30;7;0;2;11
11;2020-05-01;5;0;0;1
11;2020-05-02;1;0;0;1
11;2020-05-03;5;0;0;0
11;2020-05-04;2;0;1;4
11;2020-05-05;1;0;1;3
11;2020-05-06;0;0;0;9
11;2020-05-07;2;0;1;2
11;2020-05-08;1;0;0;0
11;2020-05-09;0;1;1;1
11;2020-05-10;0;0;0;0
11;2020-05-11;0;0;0;0
11;2020-05-12;0;0;0;3
11;2020-05-13;9;1;0;2
11;2020-05-14;0;0;0;3
11;2020-05-15;0;0;0;3
11;2020-05-16;7;1;0;0
