reg;cl_age90;jour;hosp;rea;rad;dc
01;89;2020-04-18;7;2;10;3
01;90;2020-04-18;0;0;0;0
02;0;2020-04-18;36;14;60;7
02;09;2020-04-18;0;0;0;0
02;19;2020-04-18;0;0;0;0
02;29;2020-04-18;1;0;2;0
02;39;2020-04-18;1;0;3;0
02;49;2020-04-18;3;0;9;0
02;59;2020-04-18;9;6;17;0
02;69;2020-04-18;10;4;13;1
02;79;2020-04-18;6;3;14;2
02;89;2020-04-18;5;1;2;3
02;90;2020-04-18;1;0;0;1
03;0;2020-04-18;8;2;25;0
03;09;2020-04-18;0;0;0;0
03;19;2020-04-18;0;0;1;0
03;29;2020-04-18;0;0;3;0
03;39;2020-04-18;2;0;3;0
03;49;2020-04-18;1;0;9;0
03;59;2020-04-18;0;0;2;0
03;69;2020-04-18;2;0;2;0
03;79;2020-04-18;2;2;2;0
03;89;2020-04-18;1;0;1;0
03;90;2020-04-18;0;0;0;0
04;0;2020-04-18;14;2;89;0
04;09;2020-04-18;0;0;0;0
04;19;2020-04-18;1;0;2;0
04;29;2020-04-18;0;0;14;0
04;39;2020-04-18;0;0;12;0
04;49;2020-04-18;1;0;10;0
04;59;2020-04-18;2;1;18;0
04;69;2020-04-18;4;1;18;0
04;79;2020-04-18;2;0;12;0
04;89;2020-04-18;4;0;3;0
04;90;2020-04-18;0;0;0;0
06;0;2020-04-18;24;5;41;4
06;09;2020-04-18;0;0;0;0
06;19;2020-04-18;2;1;1;0
06;29;2020-04-18;0;0;6;0
06;39;2020-04-18;2;0;4;0
06;49;2020-04-18;5;1;11;1
06;59;2020-04-18;5;0;8;2
06;69;2020-04-18;4;2;7;0
06;79;2020-04-18;2;1;2;0
06;89;2020-04-18;4;0;2;1
06;90;2020-04-18;0;0;0;0
11;0;2020-04-18;12490;2293;12555;4664
11;09;2020-04-18;45;16;161;1
11;19;2020-04-18;37;12;76;3
11;29;2020-04-18;149;25;468;10
11;39;2020-04-18;426;105;1146;33
11;49;2020-04-18;844;246;1773;87
11;59;2020-04-18;1693;603;2623;323
11;69;2020-04-18;2334;754;2597;663
11;79;2020-04-18;2552;459;1937;1141
11;89;2020-04-18;2765;53;1233;1501
11;90;2020-04-18;1549;6;367;862
24;0;2020-04-18;963;166;853;276
24;09;2020-04-18;0;0;23;0
24;19;2020-04-18;0;0;11;0
24;29;2020-04-18;6;2;27;0
24;39;2020-04-18;14;5;48;2
24;49;2020-04-18;28;10;105;3
24;59;2020-04-18;68;22;133;6
24;69;2020-04-18;154;54;161;20
24;79;2020-04-18;222;58;164;46
24;89;2020-04-18;284;12;130;111
24;90;2020-04-18;180;3;50;86
27;0;2020-04-18;1351;255;1788;644
27;09;2020-04-18;5;1;11;0
27;19;2020-04-18;5;1;15;0
27;29;2020-04-18;3;0;63;0
27;39;2020-04-18;13;3;118;2
27;49;2020-04-18;26;9;184;4
27;59;2020-04-18;102;45;282;14
27;69;2020-04-18;206;77;332;55
27;79;2020-04-18;329;99;341;133
27;89;2020-04-18;439;18;339;294
27;90;2020-04-18;222;2;100;140
28;0;2020-04-18;657;146;789;267
28;09;2020-04-18;0;0;5;0
28;19;2020-04-18;2;0;4;0
28;29;2020-04-18;7;1;31;0
28;39;2020-04-18;14;5;68;1
28;49;2020-04-18;31;14;98;7
28;59;2020-04-18;65;24;153;12
28;69;2020-04-18;128;39;158;43
28;79;2020-04-18;159;50;140;58
28;89;2020-04-18;171;12;102;101
28;90;2020-04-18;79;0;25;45
32;0;2020-04-18;2516;476;2744;1077
32;09;2020-04-18;8;2;30;0
32;19;2020-04-18;10;0;10;0
32;29;2020-04-18;23;4;118;1
32;39;2020-04-18;50;11;226;2
32;49;2020-04-18;112;38;361;8
32;59;2020-04-18;252;89;526;45
32;69;2020-04-18;469;157;490;135
32;79;2020-04-18;569;144;488;244
32;89;2020-04-18;709;29;359;430
32;90;2020-04-18;302;1;123;207
44;0;2020-04-18;4632;757;6058;2422
44;09;2020-04-18;23;2;127;0
44;19;2020-04-18;15;1;43;0
44;29;2020-04-18;39;8;212;2
44;39;2020-04-18;79;20;339;13
44;49;2020-04-18;169;44;545;26
44;59;2020-04-18;436;133;1015;63
44;69;2020-04-18;850;258;1266;242
44;79;2020-04-18;1102;245;1232;622
44;89;2020-04-18;1301;42;954;1007
44;90;2020-04-18;594;1;281;439
52;0;2020-04-18;787;125;939;251
52;09;2020-04-18;0;0;4;0
52;19;2020-04-18;0;0;3;0
52;29;2020-04-18;5;1;41;0
52;39;2020-04-18;13;5;64;0
52;49;2020-04-18;25;11;125;1
52;59;2020-04-18;62;19;152;7
52;69;2020-04-18;137;43;182;22
52;79;2020-04-18;173;44;191;43
52;89;2020-04-18;242;2;146;102
52;90;2020-04-18;129;0;31;76
53;0;2020-04-18;468;88;627;181
53;09;2020-04-18;1;0;7;0
53;19;2020-04-18;1;0;4;0
53;29;2020-04-18;3;1;21;0
53;39;2020-04-18;9;0;54;0
53;49;2020-04-18;29;6;71;0
53;59;2020-04-18;54;15;107;3
53;69;2020-04-18;75;33;122;22
53;79;2020-04-18;117;31;140;38
53;89;2020-04-18;112;2;82;67
53;90;2020-04-18;65;0;17;51
75;0;2020-04-18;812;193;1047;241
75;09;2020-04-18;2;0;8;0
75;19;2020-04-18;5;1;7;0
75;29;2020-04-18;5;2;47;1
75;39;2020-04-18;12;3;74;0
75;49;2020-04-18;26;10;110;1
75;59;2020-04-18;79;32;201;9
75;69;2020-04-18;149;65;231;17
75;79;2020-04-18;178;59;169;53
75;89;2020-04-18;227;20;137;96
75;90;2020-04-18;128;1;54;63
76;0;2020-04-18;860;240;1676;292
76;09;2020-04-18;1;0;17;0
76;19;2020-04-18;2;1;14;0
76;29;2020-04-18;5;1;77;1
76;39;2020-04-18;9;1;123;1
76;49;2020-04-18;28;7;212;1
76;59;2020-04-18;89;37;314;9
76;69;2020-04-18;153;86;311;30
76;79;2020-04-18;211;84;318;61
76;89;2020-04-18;227;20;201;130
76;90;2020-04-18;135;3;88;59
84;0;2020-04-18;2942;578;3797;992
84;09;2020-04-18;9;2;27;0
84;19;2020-04-18;6;3;30;0
84;29;2020-04-18;22;2;157;0
84;39;2020-04-18;37;9;259;4
84;49;2020-04-18;89;24;389;8
84;59;2020-04-18;222;77;657;27
84;69;2020-04-18;452;191;720;66
84;79;2020-04-18;721;220;699;205
84;89;2020-04-18;840;39;598;436
84;90;2020-04-18;519;3;197;231
93;0;2020-04-18;1846;364;2682;463
93;09;2020-04-18;2;0;19;0
93;19;2020-04-18;5;0;35;0
93;29;2020-04-18;43;4;177;1
93;39;2020-04-18;59;7;254;1
93;49;2020-04-18;83;22;362;3
93;59;2020-04-18;202;58;526;23
93;69;2020-04-18;288;94;534;32
93;79;2020-04-18;415;120;387;105
93;89;2020-04-18;467;37;259;195
93;90;2020-04-18;259;6;107;98
94;0;2020-04-18;76;12;146;42
94;09;2020-04-18;0;0;6;0
94;19;2020-04-18;0;0;1;0
94;29;2020-04-18;0;0;14;0
94;39;2020-04-18;1;0;15;0
94;49;2020-04-18;3;1;19;1
94;59;2020-04-18;7;1;25;1
94;69;2020-04-18;15;3;22;1
94;79;2020-04-18;26;7;20;12
94;89;2020-04-18;17;0;17;22
94;90;2020-04-18;7;0;7;5
01;0;2020-04-19;34;17;61;11
01;09;2020-04-19;0;0;0;0
01;19;2020-04-19;1;0;1;0
01;29;2020-04-19;0;0;1;0
01;39;2020-04-19;1;0;3;0
01;49;2020-04-19;2;1;4;0
01;59;2020-04-19;5;4;17;2
01;69;2020-04-19;8;4;14;2
01;79;2020-04-19;10;6;10;4
01;89;2020-04-19;7;2;10;3
01;90;2020-04-19;0;0;0;0
02;0;2020-04-19;37;13;60;7
02;09;2020-04-19;0;0;0;0
02;19;2020-04-19;0;0;0;0
02;29;2020-04-19;1;0;2;0
02;39;2020-04-19;1;0;3;0
02;49;2020-04-19;3;0;9;0
02;59;2020-04-19;9;6;17;0
02;69;2020-04-19;11;4;13;1
02;79;2020-04-19;6;2;14;2
02;89;2020-04-19;5;1;2;3
02;90;2020-04-19;1;0;0;1
03;0;2020-04-19;5;2;28;0
03;09;2020-04-19;0;0;0;0
03;19;2020-04-19;0;0;1;0
03;29;2020-04-19;0;0;3;0
03;39;2020-04-19;0;0;5;0
03;49;2020-04-19;0;0;10;0
03;59;2020-04-19;0;0;2;0
03;69;2020-04-19;2;0;2;0
03;79;2020-04-19;2;2;2;0
03;89;2020-04-19;1;0;1;0
03;90;2020-04-19;0;0;0;0
04;0;2020-04-19;17;2;90;0
04;09;2020-04-19;1;0;0;0
04;19;2020-04-19;1;0;2;0
04;29;2020-04-19;0;0;15;0
04;39;2020-04-19;0;0;12;0
04;49;2020-04-19;1;0;10;0
04;59;2020-04-19;2;1;18;0
04;69;2020-04-19;4;1;18;0
04;79;2020-04-19;3;0;12;0
04;89;2020-04-19;5;0;3;0
04;90;2020-04-19;0;0;0;0
06;0;2020-04-19;25;4;44;5
06;09;2020-04-19;1;0;0;0
06;19;2020-04-19;1;1;2;0
06;29;2020-04-19;0;0;6;0
06;39;2020-04-19;3;0;4;0
06;49;2020-04-19;5;1;11;1
06;59;2020-04-19;5;0;10;2
06;69;2020-04-19;5;2;7;0
06;79;2020-04-19;1;0;2;1
06;89;2020-04-19;4;0;2;1
06;90;2020-04-19;0;0;0;0
11;0;2020-04-19;12474;2254;12766;4756
11;09;2020-04-19;45;16;163;1
11;19;2020-04-19;34;10;81;3
11;29;2020-04-19;146;26;477;10
11;39;2020-04-19;418;104;1165;33
11;49;2020-04-19;829;244;1803;90
11;59;2020-04-19;1680;592;2667;329
11;69;2020-04-19;2324;734;2639;676
11;79;2020-04-19;2555;458;1971;1165
11;89;2020-04-19;2776;52;1253;1531
11;90;2020-04-19;1571;5;372;878
24;0;2020-04-19;970;169;867;284
24;09;2020-04-19;0;0;23;0
24;19;2020-04-19;0;0;11;0
24;29;2020-04-19;6;1;27;0
24;39;2020-04-19;16;6;48;2
24;49;2020-04-19;28;10;105;3
24;59;2020-04-19;65;23;138;6
24;69;2020-04-19;152;53;165;21
24;79;2020-04-19;223;61;167;48
24;89;2020-04-19;289;12;131;114
24;90;2020-04-19;185;3;50;88
27;0;2020-04-19;1327;239;1839;657
27;09;2020-04-19;4;1;12;0
27;19;2020-04-19;5;0;15;0
27;29;2020-04-19;3;1;63;0
27;39;2020-04-19;9;1;122;2
27;49;2020-04-19;21;8;191;4
27;59;2020-04-19;97;36;288;15
27;69;2020-04-19;204;74;339;56
27;79;2020-04-19;329;95;350;136
27;89;2020-04-19;436;21;348;301
27;90;2020-04-19;218;2;108;141
28;0;2020-04-19;666;149;805;274
28;09;2020-04-19;0;0;5;0
28;19;2020-04-19;2;0;4;0
28;29;2020-04-19;6;1;32;0
28;39;2020-04-19;14;6;69;1
28;49;2020-04-19;29;13;100;7
28;59;2020-04-19;66;24;154;12
28;69;2020-04-19;129;39;163;44
28;79;2020-04-19;164;54;145;59
28;89;2020-04-19;174;11;103;105
28;90;2020-04-19;80;0;25;46
32;0;2020-04-19;2539;472;2789;1094
32;09;2020-04-19;8;2;30;0
32;19;2020-04-19;10;0;10;0
32;29;2020-04-19;26;4;122;1
32;39;2020-04-19;53;10;230;2
32;49;2020-04-19;111;38;367;9
32;59;2020-04-19;252;86;539;46
32;69;2020-04-19;473;159;498;139
32;79;2020-04-19;574;141;493;245
32;89;2020-04-19;716;30;364;438
32;90;2020-04-19;304;1;124;209
44;0;2020-04-19;4608;742;6139;2463
44;09;2020-04-19;19;2;132;0
44;19;2020-04-19;12;1;46;0
44;29;2020-04-19;35;9;216;2
44;39;2020-04-19;80;19;344;13
44;49;2020-04-19;168;44;552;26
44;59;2020-04-19;433;130;1029;65
44;69;2020-04-19;842;256;1283;250
44;79;2020-04-19;1096;238;1241;631
44;89;2020-04-19;1303;40;965;1022
44;90;2020-04-19;596;0;286;446
52;0;2020-04-19;787;121;947;258
52;09;2020-04-19;0;0;4;0
52;19;2020-04-19;0;0;3;0
52;29;2020-04-19;5;1;42;0
52;39;2020-04-19;15;5;65;0
52;49;2020-04-19;24;12;126;1
52;59;2020-04-19;62;18;153;7
52;69;2020-04-19;136;42;186;22
52;79;2020-04-19;172;41;191;44
52;89;2020-04-19;242;2;146;106
52;90;2020-04-19;129;0;31;78
53;0;2020-04-19;461;86;639;185
53;09;2020-04-19;1;0;7;0
53;19;2020-04-19;1;0;4;0
53;29;2020-04-19;3;1;21;0
53;39;2020-04-19;8;0;55;0
53;49;2020-04-19;29;6;72;0
53;59;2020-04-19;52;14;109;2
53;69;2020-04-19;75;32;123;22
53;79;2020-04-19;112;31;145;40
53;89;2020-04-19;111;2;83;69
53;90;2020-04-19;66;0;18;52
75;0;2020-04-19;825;196;1061;247
75;09;2020-04-19;2;0;8;0
75;19;2020-04-19;5;1;7;0
75;29;2020-04-19;6;2;49;1
75;39;2020-04-19;11;3;76;0
75;49;2020-04-19;27;10;111;1
75;59;2020-04-19;79;34;205;9
75;69;2020-04-19;152;64;231;17
75;79;2020-04-19;178;61;172;56
75;89;2020-04-19;235;20;137;98
75;90;2020-04-19;129;1;56;64
76;0;2020-04-19;877;245;1687;295
76;09;2020-04-19;2;0;17;0
76;19;2020-04-19;2;1;14;0
76;29;2020-04-19;5;1;77;1
76;39;2020-04-19;9;2;125;1
76;49;2020-04-19;27;6;216;1
76;59;2020-04-19;89;38;316;9
76;69;2020-04-19;154;83;312;31
76;79;2020-04-19;222;91;318;61
76;89;2020-04-19;230;19;203;131
76;90;2020-04-19;137;4;88;60
84;0;2020-04-19;2983;573;3833;1011
84;09;2020-04-19;10;3;27;0
84;19;2020-04-19;7;4;30;0
84;29;2020-04-19;24;2;160;0
84;39;2020-04-19;40;11;262;4
84;49;2020-04-19;89;22;396;8
84;59;2020-04-19;224;76;665;28
84;69;2020-04-19;451;187;726;69
84;79;2020-04-19;737;221;703;208
84;89;2020-04-19;844;37;602;442
84;90;2020-04-19;532;2;198;237
93;0;2020-04-19;1776;348;2767;470
93;09;2020-04-19;2;0;19;0
93;19;2020-04-19;4;0;36;0
93;29;2020-04-19;36;3;183;1
93;39;2020-04-19;58;7;259;1
93;49;2020-04-19;81;22;371;4
93;59;2020-04-19;187;55;543;23
93;69;2020-04-19;268;95;557;33
93;79;2020-04-19;408;121;398;107
93;89;2020-04-19;467;36;267;198
93;90;2020-04-19;257;6;111;98
94;0;2020-04-19;75;12;150;44
94;09;2020-04-19;0;0;6;0
94;19;2020-04-19;0;0;1;0
94;29;2020-04-19;0;0;14;0
94;39;2020-04-19;1;0;15;0
94;49;2020-04-19;2;1;20;1
94;59;2020-04-19;7;1;25;1
94;69;2020-04-19;13;3;25;1
94;79;2020-04-19;26;7;20;12
94;89;2020-04-19;17;0;17;23
94;90;2020-04-19;9;0;7;6
01;0;2020-04-20;32;16;62;12
01;09;2020-04-20;0;0;0;0
01;19;2020-04-20;1;0;1;0
01;29;2020-04-20;0;0;1;0
01;39;2020-04-20;1;0;3;0
01;49;2020-04-20;2;1;4;0
01;59;2020-04-20;5;3;17;2
01;69;2020-04-20;6;4;15;3
01;79;2020-04-20;10;6;10;4
01;89;2020-04-20;7;2;10;3
01;90;2020-04-20;0;0;0;0
02;0;2020-04-20;35;10;60;9
02;09;2020-04-20;0;0;0;0
02;19;2020-04-20;0;0;0;0
02;29;2020-04-20;1;0;2;0
02;39;2020-04-20;1;0;3;0
02;49;2020-04-20;3;0;9;0
02;59;2020-04-20;9;6;17;0
02;69;2020-04-20;10;2;13;2
02;79;2020-04-20;6;2;14;2
02;89;2020-04-20;4;0;2;4
02;90;2020-04-20;1;0;0;1
03;0;2020-04-20;4;2;29;0
03;09;2020-04-20;0;0;0;0
03;19;2020-04-20;0;0;1;0
03;29;2020-04-20;0;0;3;0
03;39;2020-04-20;0;0;5;0
03;49;2020-04-20;0;0;10;0
03;59;2020-04-20;0;0;2;0
03;69;2020-04-20;1;0;3;0
03;79;2020-04-20;2;2;2;0
03;89;2020-04-20;1;0;1;0
03;90;2020-04-20;0;0;0;0
04;0;2020-04-20;15;2;93;0
04;09;2020-04-20;1;0;0;0
04;19;2020-04-20;1;0;2;0
04;29;2020-04-20;0;0;15;0
04;39;2020-04-20;0;0;12;0
04;49;2020-04-20;1;0;10;0
04;59;2020-04-20;1;1;19;0
04;69;2020-04-20;3;1;19;0
04;79;2020-04-20;3;0;13;0
04;89;2020-04-20;5;0;3;0
04;90;2020-04-20;0;0;0;0
06;0;2020-04-20;22;4;47;6
06;09;2020-04-20;0;0;1;0
06;19;2020-04-20;1;1;2;0
06;29;2020-04-20;0;0;6;0
06;39;2020-04-20;2;0;5;0
06;49;2020-04-20;6;1;11;1
06;59;2020-04-20;4;0;11;2
06;69;2020-04-20;5;2;7;0
06;79;2020-04-20;1;0;2;1
06;89;2020-04-20;3;0;2;2
06;90;2020-04-20;0;0;0;0
11;0;2020-04-20;12474;2210;13095;4942
11;09;2020-04-20;39;8;169;1
11;19;2020-04-20;35;8;83;3
11;29;2020-04-20;145;25;486;10
11;39;2020-04-20;418;102;1186;33
11;49;2020-04-20;830;238;1840;92
11;59;2020-04-20;1656;583;2730;337
11;69;2020-04-20;2293;720;2712;702
11;79;2020-04-20;2553;451;2023;1205
11;89;2020-04-20;2810;54;1298;1596
11;90;2020-04-20;1595;7;393;922
24;0;2020-04-20;960;171;896;298
24;09;2020-04-20;0;0;23;0
24;19;2020-04-20;0;0;11;0
24;29;2020-04-20;5;1;29;0
24;39;2020-04-20;16;6;49;2
24;49;2020-04-20;26;9;107;3
24;59;2020-04-20;62;24;141;6
24;69;2020-04-20;152;54;169;22
24;79;2020-04-20;221;62;170;49
24;89;2020-04-20;285;11;141;120
24;90;2020-04-20;187;4;54;94
27;0;2020-04-20;1334;238;1864;677
27;09;2020-04-20;3;1;13;0
27;19;2020-04-20;5;0;15;0
27;29;2020-04-20;3;1;63;0
27;39;2020-04-20;9;1;123;2
27;49;2020-04-20;22;8;192;4
27;59;2020-04-20;97;35;291;15
27;69;2020-04-20;211;74;344;58
27;79;2020-04-20;334;95;354;138
27;89;2020-04-20;433;21;354;313
27;90;2020-04-20;216;2;112;145
28;0;2020-04-20;663;143;821;283
28;09;2020-04-20;0;0;5;0
28;19;2020-04-20;2;0;4;0
28;29;2020-04-20;4;1;34;0
28;39;2020-04-20;16;7;70;1
28;49;2020-04-20;30;12;100;7
28;59;2020-04-20;65;22;156;12
28;69;2020-04-20;125;34;166;43
28;79;2020-04-20;169;55;148;60
28;89;2020-04-20;170;11;106;114
28;90;2020-04-20;80;0;27;46
32;0;2020-04-20;2578;473;2909;1127
32;09;2020-04-20;8;2;31;0
32;19;2020-04-20;10;0;11;0
32;29;2020-04-20;24;4;136;1
32;39;2020-04-20;49;10;252;2
32;49;2020-04-20;116;35;385;9
32;59;2020-04-20;252;86;555;46
32;69;2020-04-20;470;161;519;144
32;79;2020-04-20;598;142;500;253
32;89;2020-04-20;730;30;379;451
32;90;2020-04-20;307;2;129;216
44;0;2020-04-20;4592;740;6219;2515
44;09;2020-04-20;18;2;133;0
44;19;2020-04-20;11;1;47;0
44;29;2020-04-20;37;9;215;2
44;39;2020-04-20;78;18;348;14
44;49;2020-04-20;166;45;556;26
44;59;2020-04-20;428;131;1037;65
44;69;2020-04-20;835;255;1299;260
44;79;2020-04-20;1089;235;1261;637
44;89;2020-04-20;1296;39;989;1045
44;90;2020-04-20;609;1;289;458
52;0;2020-04-20;775;123;957;268
52;09;2020-04-20;0;0;4;0
52;19;2020-04-20;0;0;3;0
52;29;2020-04-20;4;1;42;0
52;39;2020-04-20;15;5;66;0
52;49;2020-04-20;22;11;125;3
52;59;2020-04-20;59;18;156;7
52;69;2020-04-20;140;43;188;22
52;79;2020-04-20;168;41;193;45
52;89;2020-04-20;237;4;149;111
52;90;2020-04-20;128;0;31;80
53;0;2020-04-20;455;83;650;189
53;09;2020-04-20;2;0;7;0
53;19;2020-04-20;1;0;4;0
53;29;2020-04-20;2;1;22;0
53;39;2020-04-20;9;0;55;0
53;49;2020-04-20;29;5;73;0
53;59;2020-04-20;49;13;111;2
53;69;2020-04-20;74;32;125;23
53;79;2020-04-20;107;30;149;42
53;89;2020-04-20;112;2;84;70
53;90;2020-04-20;67;0;18;52
75;0;2020-04-20;838;191;1083;259
75;09;2020-04-20;3;0;8;0
75;19;2020-04-20;5;1;7;0
75;29;2020-04-20;7;3;50;1
75;39;2020-04-20;11;3;78;0
75;49;2020-04-20;30;10;111;1
75;59;2020-04-20;81;34;208;9
75;69;2020-04-20;152;60;238;19
75;79;2020-04-20;181;61;174;59
75;89;2020-04-20;235;18;142;103
75;90;2020-04-20;132;1;58;66
76;0;2020-04-20;893;234;1728;312
76;09;2020-04-20;0;0;17;0
76;19;2020-04-20;2;1;14;0
76;29;2020-04-20;4;1;80;1
76;39;2020-04-20;7;0;129;1
76;49;2020-04-20;23;3;220;1
76;59;2020-04-20;90;40;318;11
76;69;2020-04-20;159;78;318;32
76;79;2020-04-20;223;91;324;64
76;89;2020-04-20;239;16;210;136
76;90;2020-04-20;146;4;97;66
84;0;2020-04-20;2936;576;3904;1062
84;09;2020-04-20;10;4;27;0
84;19;2020-04-20;8;4;30;0
84;29;2020-04-20;25;2;162;0
84;39;2020-04-20;37;10;268;4
84;49;2020-04-20;87;22;401;10
84;59;2020-04-20;221;75;674;28
84;69;2020-04-20;444;190;738;71
84;79;2020-04-20;726;218;715;217
84;89;2020-04-20;842;40;614;459
84;90;2020-04-20;512;3;211;257
93;0;2020-04-20;1786;355;2834;499
93;09;2020-04-20;2;0;20;0
93;19;2020-04-20;3;0;37;0
93;29;2020-04-20;35;3;187;1
93;39;2020-04-20;53;8;268;1
93;49;2020-04-20;82;21;376;3
93;59;2020-04-20;185;53;558;23
93;69;2020-04-20;267;97;567;38
93;79;2020-04-20;411;126;406;114
93;89;2020-04-20;481;41;276;204
93;90;2020-04-20;263;5;116;111
94;0;2020-04-20;70;13;152;47
94;09;2020-04-20;0;0;6;0
94;19;2020-04-20;0;0;1;0
94;29;2020-04-20;0;0;14;0
94;39;2020-04-20;0;0;16;0
94;49;2020-04-20;2;1;20;1
94;59;2020-04-20;7;1;25;1
94;69;2020-04-20;13;3;25;1
94;79;2020-04-20;25;8;20;13
94;89;2020-04-20;16;0;18;23
94;90;2020-04-20;7;0;7;8
01;0;2020-04-21;24;15;68;12
01;09;2020-04-21;0;0;0;0
01;19;2020-04-21;0;0;2;0
01;29;2020-04-21;0;0;1;0
01;39;2020-04-21;1;0;3;0
01;49;2020-04-21;1;1;5;0
01;59;2020-04-21;3;2;18;2
01;69;2020-04-21;5;4;16;3
01;79;2020-04-21;9;6;10;4
01;89;2020-04-21;5;2;12;3
01;90;2020-04-21;0;0;0;0
02;0;2020-04-21;36;10;60;13
02;09;2020-04-21;0;0;0;0
02;19;2020-04-21;0;0;0;0
02;29;2020-04-21;1;0;2;0
02;39;2020-04-21;1;0;3;0
02;49;2020-04-21;3;0;9;0
02;59;2020-04-21;9;6;17;0
02;69;2020-04-21;11;2;13;2
02;79;2020-04-21;6;2;14;4
02;89;2020-04-21;4;0;2;5
02;90;2020-04-21;1;0;0;2
03;0;2020-04-21;3;1;31;1
03;09;2020-04-21;0;0;0;0
03;19;2020-04-21;0;0;1;0
03;29;2020-04-21;0;0;3;0
03;39;2020-04-21;2;0;5;0
03;49;2020-04-21;0;0;10;0
03;59;2020-04-21;0;0;2;0
03;69;2020-04-21;0;0;4;0
03;79;2020-04-21;1;1;2;1
03;89;2020-04-21;0;0;2;0
03;90;2020-04-21;0;0;0;0
04;0;2020-04-21;14;2;94;0
04;09;2020-04-21;1;0;0;0
04;19;2020-04-21;1;0;2;0
04;29;2020-04-21;0;0;15;0
04;39;2020-04-21;0;0;12;0
04;49;2020-04-21;1;0;10;0
04;59;2020-04-21;1;1;19;0
04;69;2020-04-21;3;1;19;0
04;79;2020-04-21;3;0;13;0
04;89;2020-04-21;4;0;4;0
04;90;2020-04-21;0;0;0;0
06;0;2020-04-21;21;4;52;6
06;09;2020-04-21;0;0;1;0
06;19;2020-04-21;1;1;2;0
06;29;2020-04-21;1;0;7;0
06;39;2020-04-21;1;0;6;0
06;49;2020-04-21;7;1;11;1
06;59;2020-04-21;3;0;12;2
06;69;2020-04-21;3;2;9;0
06;79;2020-04-21;1;0;2;1
06;89;2020-04-21;4;0;2;2
06;90;2020-04-21;0;0;0;0
11;0;2020-04-21;12269;2126;13709;5094
11;09;2020-04-21;40;8;171;2
11;19;2020-04-21;32;9;86;3
11;29;2020-04-21;140;23;509;10
11;39;2020-04-21;400;96;1223;33
11;49;2020-04-21;803;231;1912;94
11;59;2020-04-21;1607;564;2830;347
11;69;2020-04-21;2224;687;2838;727
11;79;2020-04-21;2511;437;2128;1228
11;89;2020-04-21;2808;52;1403;1651
11;90;2020-04-21;1604;7;434;959
24;0;2020-04-21;970;156;943;308
24;09;2020-04-21;0;0;23;0
24;19;2020-04-21;0;0;11;0
24;29;2020-04-21;5;1;29;0
24;39;2020-04-21;16;6;50;2
24;49;2020-04-21;24;6;111;3
24;59;2020-04-21;59;18;148;6
24;69;2020-04-21;151;54;175;22
24;79;2020-04-21;222;58;182;49
24;89;2020-04-21;293;9;152;125
24;90;2020-04-21;193;4;60;99
27;0;2020-04-21;1319;229;1941;705
27;09;2020-04-21;3;1;13;0
27;19;2020-04-21;4;0;16;0
27;29;2020-04-21;4;1;63;0
27;39;2020-04-21;10;1;124;2
27;49;2020-04-21;24;9;192;4
27;59;2020-04-21;97;35;299;15
27;69;2020-04-21;210;71;357;62
27;79;2020-04-21;321;91;375;142
27;89;2020-04-21;428;19;378;326
27;90;2020-04-21;217;1;121;152
28;0;2020-04-21;650;137;866;292
28;09;2020-04-21;0;0;5;0
28;19;2020-04-21;2;0;4;0
28;29;2020-04-21;3;1;36;0
28;39;2020-04-21;16;6;71;1
28;49;2020-04-21;28;12;106;7
28;59;2020-04-21;63;22;161;12
28;69;2020-04-21;119;28;176;44
28;79;2020-04-21;162;55;159;61
28;89;2020-04-21;172;12;113;117
28;90;2020-04-21;83;0;30;50
32;0;2020-04-21;2517;448;3191;1163
32;09;2020-04-21;7;2;33;0
32;19;2020-04-21;9;0;13;0
32;29;2020-04-21;21;4;157;1
32;39;2020-04-21;46;8;285;2
32;49;2020-04-21;103;32;441;9
32;59;2020-04-21;243;80;592;47
32;69;2020-04-21;442;152;568;150
32;79;2020-04-21;587;138;539;261
32;89;2020-04-21;725;29;412;466
32;90;2020-04-21;321;2;137;222
44;0;2020-04-21;4545;712;6476;2564
44;09;2020-04-21;20;2;135;0
44;19;2020-04-21;11;2;48;0
44;29;2020-04-21;35;8;223;2
44;39;2020-04-21;74;17;359;14
44;49;2020-04-21;160;43;577;26
44;59;2020-04-21;408;125;1072;67
44;69;2020-04-21;829;246;1335;262
44;79;2020-04-21;1075;226;1318;649
44;89;2020-04-21;1289;37;1043;1064
44;90;2020-04-21;616;2;321;472
52;0;2020-04-21;760;115;986;276
52;09;2020-04-21;0;0;5;0
52;19;2020-04-21;1;0;3;0
52;29;2020-04-21;4;1;42;0
52;39;2020-04-21;15;3;66;0
52;49;2020-04-21;19;9;127;3
52;59;2020-04-21;57;17;156;8
52;69;2020-04-21;127;42;200;22
52;79;2020-04-21;166;40;195;47
52;89;2020-04-21;234;3;158;115
52;90;2020-04-21;135;0;34;81
53;0;2020-04-21;436;78;678;193
53;09;2020-04-21;2;0;8;0
53;19;2020-04-21;2;0;3;0
53;29;2020-04-21;1;1;23;0
53;39;2020-04-21;9;0;54;0
53;49;2020-04-21;26;3;78;0
53;59;2020-04-21;47;13;112;3
53;69;2020-04-21;69;29;130;23
53;79;2020-04-21;102;30;153;43
53;89;2020-04-21;111;2;90;70
